,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
p0,0.2828768995341274,0.5873422866403705,-0.529679816,0.0846155766611464,-0.766887211,0.8604618493578098,-0.01853371,0.2622441939803682,0.2859111103396923,0.0417347283631476,-0.074305581,-0.697043301,1.1200516829517844,0.0142253530614548,0.3476608093850537,0.0318881746685167,-0.123085744,1.0007179522004237,-0.193616683,0.0565005645622689,-0.167462996,0.2525753139456987,0.0252189198524532,-0.371700611,-0.057097075,-0.122994252,0.00705649331371,0.0039884345311468,-0.100949388,-0.248009716,0.2336677575394352,0.0054315569291853,-0.070080767,0.1471521690036479,-0.592138021,-0.053558796,0.3011222946497514,0.2012691890273528,-0.243652816,0.6948481085149844,-0.097719645,-0.045296357,0.0631497356821561,0.2560520455426851,-0.081136704,0.1916068710308584,-0.871975812,0.1527135672097917,-0.08722122,0.2236171448904292,-0.063368196,-0.464557961,0.4356913408388529,1.005370475081241,0.0192439427656397,0.0864198428674061,-0.083467746,0.1260097162788795,-0.027621961,0.1575004213885684,0.1858866418137125,0.0504926863715742,-0.07864186,-0.039972618,-0.08749707,-0.028080858,-0.056210172,0.1079502629115463,0.5978449065468939,-0.049200152,-1.032802965,-0.045594504,0.1719065738008396,0.2158154958097634,-0.236817284,0.2570742256600999,0.1388069127865976,0.057247427236162,-0.187427162,-1.066356683,0.2556208753481794,0.0583365957424436,-0.088122309,0.9867343681382692,-0.398898211,-0.06060016,0.0019450440730801,-0.099358016,-0.102342175,0.0012619646021416,0.9515625134132204,-0.195963015,-0.045829826,0.1032992091594092,0.1375369489169048,-0.952688727,0.0065749894235965,0.073978036776314,0.0792647979833122,-0.019983191,-0.353597905,0.8490384783885311,0.0113615895232853,-0.143313875,-0.293269303,-0.086212939,-0.017221261,0.1414264941712268,0.0238450287246582,0.373353562712906,-0.004091784,0.0254479715524385,-0.391290647,-0.11791406,-0.064456143,0.1545626162651865,0.0687917354096284,0.0342463362717725,0.2042450619528303,0.1267351422724099,-0.058472653,-0.191239447,0.2586126127904281,0.0322330187891372,-0.118507809,0.9687208297273634,0.1068967071956348,0.1058234544528242
p1,-0.055345614,0.2467165932931219,0.1003716453253949,0.0037931683773944,-0.681063075,0.6697939288037651,0.334257795638319,0.319231573739876,0.1349369817694463,0.1465827784750815,-0.499142045,-0.688514308,0.8542502758096308,0.0569441873504645,-0.051490265,0.1709839961204545,-0.054369496,0.7564968176526549,-0.179373965,-0.253588125,-0.740644409,0.0191078746336197,0.3828963885808398,-0.060256142,0.0814050809226035,0.0574395656621807,0.4123949100993919,-0.182398248,-0.085675582,-0.096727668,0.1935999647367983,0.3347487841057568,-0.30212128,0.0167681123731241,0.0082091522012233,0.0848158770972449,0.0665293263455416,0.0137137581344717,-0.246695478,0.6568367954090912,-0.452885194,-0.495561579,0.2066640899151471,0.2067293734250834,-0.062921661,0.2779899279413333,-0.658828252,0.1332666765109784,-0.089152216,0.0571038433290276,-0.344257497,-0.098095233,0.3543750858028584,0.8205418698645734,0.2847405394289785,0.471671911372901,-0.726137922,0.1139622319030738,-0.346569235,0.0167635811498123,0.1389737231498349,-0.219238604,0.3334577619111095,-0.217108876,-0.425301339,-0.204327832,-0.333704571,-0.072985193,0.4519678060489134,-0.441884398,-0.795818738,-0.028722923,0.2979921066193459,0.0674309503314469,-0.231264742,-0.018511018,-0.017712711,-0.201527714,0.0375501333658882,-0.830069278,0.1283178563419164,0.0213887221928018,0.2258365815944937,0.7562275835231674,-0.407040524,-0.709974372,0.2283120960851143,0.0234302500260263,-0.429784149,-0.012606132,0.7445644299270338,0.0220597441938422,-0.144725972,0.4651047176265279,0.2075115997035914,-0.79137422,-0.185530494,0.3324398759795786,0.412655974822715,0.0599210299159323,0.0746956081516105,0.7263959919123416,-0.172183512,0.0883561187755767,0.1023834650703426,-0.149082684,-0.254384657,-0.089078074,0.1659396784755334,0.2142412925852179,-0.051947545,-0.119389706,-0.078718378,0.0667619511519524,-0.637852368,0.2914640058171913,0.4684650281411356,-0.437094919,-0.056815688,0.1679091663740353,-0.531089916,-0.365380402,0.2501528402117026,-0.180701943,-0.20804642,0.7451202406839254,0.3452613892729321,0.6154846505521545
p2,0.0206028133623464,0.3843858372599258,-0.008872393,0.094889999880715,-0.702052689,0.7376907262308288,0.1956335594209733,0.2522771023984109,0.1796770377257988,0.1186222069346207,-0.334594599,-0.687720885,0.944533366333918,0.1466842215013408,0.0333936587571952,0.0472603399960725,-0.021856927,0.8300290418915802,-0.27664438,-0.168050737,-0.539465211,0.0714072128238918,0.2298444146964675,-0.272568034,0.0447512469302926,0.043774983475862,0.3029165683762996,-0.100122312,-0.152165033,-0.185979924,0.2745271637069494,0.2238480853900507,-0.255253755,0.0806145428252661,0.1770320767061045,0.2183497279186464,0.0841865437615655,0.0679790051867881,-0.324531308,0.7045229189687102,-0.34458814,-0.352186034,0.0631381584575258,0.0747052067067471,-0.118335345,0.3069820557503249,-0.736803887,0.0279151868582529,-0.056658199,0.0360043955716892,-0.230165939,-0.028051253,0.3921882676641413,0.8890335374247246,0.2038603036227326,0.3413478885912899,-0.522710028,0.0881072287616997,-0.272652989,0.1564496947096433,0.0380182040675395,-0.016512896,0.2200767458017225,-0.15087656,-0.290605604,-0.070506913,-0.232003215,0.0602126051569679,0.5018116514309052,-0.313970986,-0.878710394,0.0997346479281706,0.3369784110985676,0.1545166457990436,-0.319351297,-0.011903703,0.123389979915305,-0.105798789,-0.024042713,-0.899973948,0.3490479433258508,-0.038451441,0.1448695100837861,0.8285222804988406,-0.432672716,-0.531389912,0.1342147368707575,0.0200187905785953,-0.345762227,0.0241732357102657,0.8172959833628116,-0.068386296,-0.108572404,0.3539222375069518,0.286287320569641,-0.85794834,-0.132175156,0.2807644307232057,0.28752760585996,0.0691907117999177,-0.120432602,0.7627657756703269,-0.108119871,0.0335915224447603,-0.030218967,-0.103583445,-0.185720763,0.0411702109478673,0.1026494352971811,0.411055093816288,-0.028167576,-0.125162143,0.0940930014980926,-0.036242791,-0.446326988,0.1816026258107498,0.3276464485227312,-0.303172228,0.0372014413485777,0.1413531871960955,-0.359025793,-0.452517743,0.2974713851791394,-0.099631888,-0.045889928,0.8171130913937766,0.2625417446856176,0.4457520698426809
p3,-0.196519654,0.3656987606063068,-0.047126214,0.0305491972207192,-0.685330416,0.6784109142753327,0.3097085038694099,0.3034489404176372,0.1692358050203897,0.1622705657262677,-0.480644036,-0.692727922,0.8738619008535101,0.004941465950843,-0.202924281,0.1244664026060435,0.0009567249149002,0.7672227868614442,-0.182312531,-0.236683923,-0.712041552,0.1178511797665886,0.352490016972075,-0.311880489,0.1224640644698515,0.0002527042246707,0.4155223245082563,-0.024677575,0.0318558685823249,-0.26543829,-0.019186999,0.3270246265207103,-0.315057351,-0.088416178,0.1574712648913784,0.0068313680810639,0.0513399027585435,0.0655786316334412,-0.24480362,0.6392719781132672,-0.462575945,-0.47432194,0.1620587928813089,0.3780349744647969,-0.026886807,0.2984318148799233,-0.681386882,0.0802093591112196,-0.128057726,0.0638379609316439,-0.337115794,0.0645690918987346,0.3635022711838755,0.8319254451336003,0.2752042070510444,0.4538279764940177,-0.693489935,-0.056045875,-0.26963686,-0.06633956,0.0268114087148648,-0.176285273,0.3164769574106685,-0.219335171,-0.414605435,-0.189652617,-0.317930685,-0.070884211,0.4667728034325736,-0.428672619,-0.804866223,-0.034117337,0.2584199911605535,0.1225109571313295,-0.263875155,0.1145201098995944,0.1180835004030165,-0.181524683,-0.039704329,-0.838171178,0.2532922255724399,-0.035049962,0.0711083564140052,0.7647122846018651,-0.392096873,-0.693263427,0.2141382774638558,0.0647270972674443,-0.432790986,-0.11251194,0.7548252806417531,-0.069672162,-0.14721981,0.4680716973797209,0.2165897087319715,-0.807795756,-0.181167994,0.3489108342254119,0.4038433554932123,0.0738033899018009,0.0766701662268685,0.733290750715391,-0.158687666,-0.040576121,0.0509872348532454,-0.210569408,-0.250660849,-0.050583993,0.165565156525874,0.48532790389958,-0.011469682,-0.110185568,-0.003524877,-0.035129786,-0.61772024,0.2165175845363426,0.4587018887283088,-0.429748074,0.0343623840457721,0.0847525086306654,-0.512061605,-0.424290866,0.216371889408046,-0.166070918,-0.093445925,0.7662351188956403,0.3288164040991564,0.5974201662569832
p4,-0.088463654,0.2067478691038972,0.0844853657594825,0.0523435076740155,-0.661303012,0.6535572608207535,0.361708272707638,0.2816810488939247,0.0964183508495237,0.1565841636051448,-0.507859195,-0.672640582,0.8411487891051723,-0.001778988,-0.097095457,0.1497905170520788,-0.002276126,0.7372878670219456,-0.139156941,-0.279202103,-0.72195793,0.0369993090266079,0.3665527946418084,-0.002550655,0.0661344329866512,0.0274106279441369,0.4509465043153338,-0.071639238,0.0101445943338293,-0.010521609,0.1440782120564021,0.3648481635673911,-0.31046345,-0.082205073,0.0151629036099561,-0.062747387,0.0521361127148834,0.0230725538756874,-0.16314354,0.6373767581279213,-0.480286002,-0.508382363,0.1687528504503197,0.2944881843002748,-0.016892218,0.1476726727333072,-0.655686187,-0.002366467,-0.049704311,-0.036511717,-0.355967626,-0.025038653,0.3536446244893081,0.8061934196946111,0.2983691227722535,0.4625155142901477,-0.730629291,-0.019041835,-0.135866674,-0.052283782,0.062361037406928,-0.172881904,0.3642575755659996,-0.230188057,-0.423059847,-0.176871482,-0.324994268,-0.099640582,0.4569919900562199,-0.456495907,-0.774778519,-0.061613813,0.1493266088669463,0.0576894946730992,-0.151785033,0.0413220828954592,-0.019010045,-0.217933475,0.0218904602815074,-0.812803263,0.1390559085155615,-0.046310071,0.0583839137346019,0.7416035867118719,-0.39577558,-0.734115282,0.2384436478923756,0.0606779581120716,-0.437079129,-0.048708186,0.726503958156203,-0.030188173,-0.150568569,0.4727766060711315,0.1367782862172535,-0.766558373,-0.194558709,0.3534244479686141,0.4187289262544391,0.0500015923221705,0.055133238952427,0.7058895731209027,-0.180603753,-0.057497495,0.0351311699159474,-0.118074261,-0.268367528,-0.058025921,0.1747850587735415,0.13384738481431,0.0008297848966067,-0.046484933,-0.085888111,0.0265382766156859,-0.660322712,0.2481907613591097,0.4892511507299283,-0.481303666,0.0192280200025582,0.0689172593783899,-0.549480475,-0.201335511,0.1329967760848402,-0.187466751,-0.166162644,0.7326401566024814,0.3385432153422058,0.6203777160453935
p5,-0.128578343,0.23902070347395762,-0.033442757,0.05967714548647327,-0.698646675,0.6833564150841023,0.22718582230565812,0.2832675599369894,0.13345052774994884,0.16272906055250733,-0.489306008,-0.69032283,0.885770291236538,-0.020725993,-0.081151399,0.15991898593565138,-0.031091153,0.7901034689037255,-0.186715212,-0.185011694,-0.675318775,0.017718954867773095,0.3535455093355143,-0.053689452,0.059341722549096726,0.01753368488747129,0.33722603108692806,-0.082909411,-0.037123581,-0.020975523,0.01727169482651012,0.25097492861651904,-0.232476027,-0.071183656,-0.004116287,-0.059624442,0.0485146211176827,-0.006547418,-0.224410784,0.640447937283921,-0.433502941,-0.415572425,0.22826875562898152,0.3204495177270234,-0.044247088,0.2560004385510026,-0.69634062,0.04198332223127741,-0.05014873,-0.022193701,-0.319551785,-0.073723828,0.3561718934143121,0.837981478153761,0.23437942457257038,0.43152368969462845,-0.621382802,0.0004213809825338899,-0.224596464,-0.098919446,0.07817993106265415,-0.181013399,0.25223746731773794,-0.208651626,-0.421428252,-0.172302421,-0.318395202,-0.095267672,0.4718623031914985,-0.363139171,-0.806966952,-0.060249031,0.21553923871606528,0.031110804263730106,-0.243529533,0.028011083039564934,-0.01403452,-0.137792371,0.004951670781064034,-0.859335707,0.17694311202847401,-0.005450459,0.15845740418734378,0.7817500488029399,-0.367078068,-0.571611502,0.19702610501677656,0.042398816734279976,-0.359878863,-0.026044445,0.7607308173791872,0.013190626502355423,-0.153436534,0.44300463705335025,0.20626119267517773,-0.806054085,-0.149981509,0.28227027789868614,0.3844092786071682,0.04003786206213409,0.09843274238943543,0.7415413900171439,-0.125936142,-0.041477583,0.07995417761104114,-0.130639025,-0.202920583,-0.061169632,0.18349884651378762,0.24711990739505807,0.011987521163923414,-0.054201064,-0.092267196,0.014083424043492308,-0.58778261,0.2721751554633167,0.45651854693036015,-0.347156925,0.003206546430267901,0.09985789996325828,-0.493703582,-0.336334552,0.18712711775535967,-0.148809719,-0.208350617,0.7870886255967979,0.32398904018123964,0.5698009266977889
p6,-0.2112787,0.3553560546783689,-0.019335571,0.0074751277237992,-0.678863321,0.6620270607312435,0.326014222294806,0.2841489536768921,0.1784208049534237,0.1529323108724423,-0.497423351,-0.678483279,0.8417741802035178,0.0342159081335901,-0.225451184,0.1361661436809127,-0.002307279,0.7425131584665647,-0.180746016,-0.24313872,-0.738741499,0.1665325623128943,0.3713705459936214,-0.408377739,0.1550546911457734,-0.011205069,0.4195681827417123,-0.007342742,0.0225986793459273,-0.350740894,0.0361287311267301,0.3342344813395739,-0.304831888,-0.08404544,0.1780000443713627,0.0595460456932007,0.0414310939793646,0.0818555359440434,-0.253508985,0.6416498480020885,-0.468236828,-0.496799629,0.1737349259241745,0.4145901091676851,-0.04846504,0.3390672996680569,-0.652968444,0.1195847083597361,-0.167105185,0.1366111601614433,-0.342897382,0.0915473169353931,0.3501089058410508,0.804371957943991,0.2854129670671046,0.4611374675990548,-0.719182597,-0.055331007,-0.339912324,-0.06540341,0.0266802824394551,-0.172228305,0.3278706376014919,-0.222325561,-0.415679264,-0.176303186,-0.323005223,-0.066568309,0.45455207304888,-0.430658287,-0.784276177,-0.034253276,0.2829188132653901,0.1508748183463567,-0.2897086,0.106839858920548,0.1580609987867881,-0.205090886,-0.063499294,-0.810325015,0.2733205940513314,-0.002324016,0.1087194300995338,0.7431159822343211,-0.399942945,-0.719351691,0.2213517409638171,0.0619494184459576,-0.429849783,-0.112775308,0.732988561084106,-0.06550782,-0.139182606,0.4726315877017177,0.2402975216758539,-0.776743052,-0.180080379,0.3440486742341096,0.4117674908272253,0.0868039287864982,0.0845369983852797,0.7179376191541708,-0.16057791,0.0093556070390831,0.0853431237800236,-0.236063963,-0.255986354,-0.063107752,0.1717956213452767,0.5641989832781457,-0.010497426,-0.158579219,0.0002079874487163,-0.041934762,-0.649607193,0.2461235848986611,0.4814804103847868,-0.443677955,0.0368539784303048,0.0720208406376867,-0.52609707,-0.468317288,0.2409321811672453,-0.170850989,-0.104754253,0.7329759845627298,0.3292645113727847,0.6144946516730436
p7,-0.083216125,0.2258841108094629,0.0499658320123145,-0.001029819,-0.6862058,0.7115562445090444,0.2533111319305709,0.2828490783520288,0.1370654345101162,0.0850497351862674,-0.349834901,-0.689457596,0.9382939291038248,0.0364272933747307,-0.059417819,0.1615865833511009,-0.063186776,0.7975402409838103,-0.205810149,-0.181181846,-0.601809904,0.005816551543466,0.3079456688091742,-0.067880925,0.0831335548254423,0.0481916146670599,0.269156871652175,-0.192501422,-0.078389685,-0.124612133,0.2604092988089853,0.2401524841320574,-0.204088844,0.014625101168597,-0.039993061,0.0761541391974918,0.0817784262656485,0.0192412177153811,-0.248378737,0.5569287564691544,-0.303359635,-0.365141964,0.160813645965567,0.3832922479129395,-0.059523787,0.2671990534796689,-0.725920191,0.1392116453388977,-0.07578814,0.0824012892603251,-0.242078649,-0.183322407,0.3333705159229862,0.8975962509067772,0.2035630323151308,0.3844205305691429,-0.530297776,0.149017003899496,-0.344961168,0.0260560050641554,0.1559031667236656,-0.16978104,0.2447773928393542,-0.140640657,-0.36810046,-0.164776435,-0.28777806,-0.089424692,0.4760029168315765,-0.32154388,-0.847871496,-0.03290211,0.302820207974488,0.0525044126700779,-0.223422294,-0.021611082,-0.006270248,-0.134359698,0.0311562954140202,-0.901474953,0.122795250084465,0.0306809749899449,0.2028737484250382,0.8227254349865175,-0.304355535,-0.49798778,0.1785619872213575,0.0105637055434023,-0.290194777,-0.013309143,0.7782394095814836,0.0215394708412604,-0.077978837,0.3156958574623648,0.2126137485202403,-0.815300624,-0.131272015,0.2116722309208511,0.3740766105237492,0.0436555467225922,0.0848209403888334,0.7502394517841693,-0.136322893,0.1001017718948174,0.0871956469209237,-0.166412717,-0.172513438,-0.07949388,0.1060321532609159,0.2067662552450012,-0.034448022,-0.110700994,-0.179250713,0.0612866807283695,-0.4564795,0.23781484097277,0.3284264767226399,-0.303307278,-0.074114375,0.1731932755115825,-0.374590598,-0.336902646,0.2506704544461574,-0.128478731,-0.326405386,0.797423045438869,0.3105621129878683,0.4212568145642935
p8,0.0657898086705005,0.2199809565430246,-0.345840866,-0.03829539,-0.708562948,0.7119587385845982,0.2456763249585286,0.3554035949373544,0.128880457700151,0.1446930911708295,-0.410781472,-0.703959468,0.9190170220980431,-0.086530087,0.1506853660353035,0.1292458726706483,-0.138523133,0.8017171269985611,-0.210259055,-0.132362499,-0.66878473,0.2338867587442949,0.3191190386946544,-0.375433553,0.0566248334484141,0.0681480545869743,0.2753364799306081,0.1582481566148371,-0.104823133,-0.212871006,-0.167438317,0.2077967482895933,-0.249539395,0.3053706505309379,-0.3626869,0.1274490986080379,0.0454012698658765,0.0482797288506415,-0.314770079,0.6130936863661783,-0.388711362,-0.39108145,0.1878806289198471,0.2745582255717434,-0.208857129,0.424605765764152,-0.723545582,0.1068595003400294,-0.011128977,0.2311187141265805,-0.280799242,0.0606804049744434,0.3570589146860933,0.8620822623992794,0.2377226223406861,0.4227064625864874,-0.564188864,0.0509423013900245,-0.248748826,-0.034273005,0.0579101825574906,-0.209151689,0.1960254125353412,-0.190856142,-0.3833941,-0.207599913,-0.303836639,0.2834082122855007,0.4808317901393396,-0.33221618,-0.836978092,0.0037782132959069,0.1325543235226258,0.3029328161410856,-0.266150404,0.1302341810770162,0.0585129317759119,-0.110652773,-0.277013636,-0.880762495,0.0980928845691807,0.0869465617643912,0.2277586303225459,0.809873180589644,-0.336289664,-0.529530172,0.1607994584545486,-0.057696646,-0.347460292,0.1758803980735212,0.7863664943833145,0.200622831736202,-0.132066116,0.3933812974395033,0.1243911248472059,-0.824601116,-0.115115998,0.29009878349152,0.369597682526642,-0.073604514,0.0504701715330207,0.766462365990772,-0.119714439,0.0915380968703361,0.0737230016125365,-0.213563772,-0.205806106,-0.017986309,0.1215367619930438,0.2488610067865201,-0.067326296,-0.275818865,-0.213713456,-0.074358188,-0.480718216,0.2730644211136907,0.3868772089979783,-0.287783308,0.0383448300686668,0.0969807841987154,-0.417965171,-0.635751852,0.2279164975483263,-0.12825438,-0.107213583,0.7977227669094914,0.3096410971017412,0.5261448227562007
p9,0.1379628052577318,0.4823014065423803,-0.283073342,0.0284421147860697,-0.674848164,0.66388221747995,0.3415428596435758,0.3266298852823638,0.2147654743381397,0.1563392045717648,-0.488790775,-0.68345182,0.8512632218295159,-0.004592757,0.1487572885561228,0.1816829390704079,-0.010848677,0.7495949454257358,-0.25690284,-0.262471068,-0.736860374,0.1559393269829004,0.3739155955914107,-0.185676876,-0.04211289,-0.07104486,0.4405777584356203,0.0029217229909634,-0.009700823,-0.098376082,0.2428112529232527,0.3512356303645562,-0.313069153,0.092313887382575,-0.333250692,-0.039341343,0.1982792937377988,0.1118783733154779,-0.265107161,0.6435938479383387,-0.457070573,-0.493586917,0.2159488372221004,0.3830493926423624,-0.062192692,0.2840982196581503,-0.66827936,0.1443873294839347,-0.078060831,0.1212743272465399,-0.342254218,-0.279700649,0.3636924255516044,0.8194734594882165,0.2895332778398671,0.4697284227570686,-0.714224973,-0.002419838,-0.085651501,-0.003747622,0.072446255224668,-0.207956723,0.3472296597058729,-0.223694373,-0.425507281,-0.203891277,-0.328811429,0.083769478460786,0.4529849670607485,-0.447987732,-0.791746409,-0.104621433,0.1438000540005374,0.1758913903646515,-0.228867207,0.130837989012342,0.0989536161660365,-0.198055857,-0.094993282,-0.820337461,0.275465663141739,0.0304466107755349,0.0017684205466189,0.749545069891544,-0.3990092,-0.712505427,0.2289163520008556,-0.068603063,-0.433541371,0.0346227450929428,0.7447128427095487,-0.097792138,-0.148979612,0.4694332576312954,0.1498432067627823,-0.786839278,-0.188256148,0.3448532848163519,0.404039828779964,-0.036362381,-0.175622827,0.7180138566313845,-0.164008319,-0.08363285,-0.074913329,-0.027837331,-0.254191028,0.1147637369761227,0.1644969448499841,0.2548941438770879,0.0439445267744086,0.0071871921642823,-0.337398674,-0.068253688,-0.645959333,0.2929500476329987,0.4818798679063538,-0.469375273,0.1190893008442931,0.1104195585374181,-0.526449805,-0.300418853,0.2580594483879068,-0.173410672,-0.163725052,0.741701984325162,0.3302143758750734,0.6080992357513108
