disease,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,feature_200
DiabetesMellitusNon-Insulin-Dependent,0.035720423,-0.013226114,-0.13820092,0.0769557,0.17320164,0.019861951,0.12743683,0.32001683,-0.0836149,-0.03773458,-0.04806777,-0.21309003,0.039067414,0.120888494,-0.038503475,-0.015330026,-0.014666824,0.17213129,0.044018004,-0.36197537,0.1567696,-0.044317376,0.105581865,0.13512439,0.022132758,0.010032916,0.008965109,-0.019683627,-0.15235926,-0.02379537,0.16704321,-0.01959716,0.16251375,-0.20017533,-0.022465479,-0.031238431,0.07937838,-0.01727451,-0.053126186,-0.16924194,-0.051437348,-0.047478724,-0.1368207,0.025510153,0.13924742,-0.089875296,-0.039158948,-0.10436215,0.09179686,0.046580303,0.060368992,-0.11972026,-0.022370769,-0.14274557,0.07425016,-0.11917087,-0.06355933,-0.24191138,-0.092449285,-0.03555195,-0.035531547,-0.16253658,0.24034652,0.024398316,-0.33554992,0.20779064,-0.061781764,0.21390319,-0.2548896,0.25719002,-0.060231946,0.115935996,0.1377015,0.056418367,0.116804644,0.01186779,0.1392288,0.048992902,-0.15515928,-0.14715084,-0.13689086,-0.15331654,-0.1845727,0.15210952,-0.19523844,-0.124268666,0.24079914,-0.08993296,-0.05077804,0.005813948,0.11517942,-0.008172659,0.19278167,0.16149914,0.26813215,0.015001359,0.10774565,-0.022488168,0.080952026,-0.014615962,-0.15238519,0.2030007,0.075644016,-0.08272753,-0.1119948,-0.27168638,-0.015373586,0.11911696,-0.11678431,-0.24178407,-0.023234619,-0.13257891,-0.03929148,-0.0243929,0.17704968,-0.110733345,0.16826656,-0.29481602,-0.055029374,-0.15799707,-0.10362699,0.098436594,0.14664368,-0.112505175,-0.12772755,0.07916245,-0.23569186,0.0377173,0.08143596,0.11573595,0.13600722,-0.11112376,-0.06439141,-0.2167168,-0.041018505,0.2777671,0.08473805,-0.016335687,-0.100014016,-0.025075803,0.12695846,-0.15842175,0.06376756,0.03356507,0.027983591,-0.07586312,-0.16889434,0.017381731,0.025545811,0.020126041,0.08433399,-0.031651862,0.06282815,0.11169479,-0.21204403,0.077724874,0.20786253,0.09157635,-0.030770218,-0.030838719,0.16500281,0.0230993,0.07560264,0.12140646,0.18820636,0.12064512,0.079984084,0.0552183,-0.13006306,-0.06216865,0.018314764,0.07540695,0.054093502,0.07936706,0.14829348,0.051155318,-0.17008469,0.14734995,0.09595475,0.09279303,-0.10273112,0.015282773,-0.013702646,-0.003691154,0.060106106,-0.03539372,0.04447969,0.21613185,0.2107965,0.14694525,0.23026907,0.11439575,-0.1982776,-0.14058523,0.12622888,0.100662924,-0.028451353,-0.073249705,-0.038721148,-0.06356537
PulmonaryEdema,0.034430966,-0.01243125,-0.1345727,0.074496984,0.16720642,0.017933706,0.1238358,0.30870014,-0.08146088,-0.036807086,-0.04604503,-0.20592132,0.03792219,0.115758196,-0.036354758,-0.013392967,-0.014818663,0.16634439,0.043002043,-0.34927383,0.15076031,-0.043244943,0.10178868,0.13097309,0.021062022,0.009987954,0.008016841,-0.019343462,-0.14586219,-0.023421736,0.16230294,-0.01851999,0.15740617,-0.19385006,-0.019692894,-0.030295637,0.07723076,-0.016185831,-0.051500116,-0.16256697,-0.049164876,-0.046829972,-0.13261141,0.025080431,0.1343846,-0.08836607,-0.03713839,-0.100358926,0.08858453,0.04446476,0.059498724,-0.11501317,-0.020436129,-0.13725431,0.07163463,-0.11405986,-0.06163901,-0.23323885,-0.088459544,-0.033363067,-0.034708038,-0.15791589,0.23198234,0.02429473,-0.32353964,0.20075382,-0.060877047,0.20649295,-0.24615946,0.2491577,-0.06031594,0.11125317,0.13307601,0.05496439,0.11224156,0.011390874,0.13309456,0.047655802,-0.14893904,-0.14268197,-0.13333398,-0.1476937,-0.17685992,0.14592998,-0.18898119,-0.11981285,0.23303698,-0.085998744,-0.048471175,0.005065666,0.1111828,-0.009096617,0.18545954,0.15663354,0.25899056,0.012157061,0.10578432,-0.021680532,0.078645945,-0.015092235,-0.14744128,0.19487213,0.073123194,-0.080461346,-0.1094842,-0.2626618,-0.016346829,0.116405584,-0.11304942,-0.2342514,-0.023279618,-0.12893146,-0.038555767,-0.022765411,0.16957013,-0.10662451,0.16212748,-0.28671256,-0.05239302,-0.1537552,-0.10230855,0.09439429,0.14079663,-0.10953,-0.124180175,0.0762944,-0.22821012,0.036791075,0.0792037,0.111134015,0.13155471,-0.108339496,-0.062851295,-0.20949401,-0.041015826,0.2686542,0.083226226,-0.016395394,-0.09686274,-0.02470093,0.122733824,-0.15276083,0.06172638,0.031803526,0.026774226,-0.074817896,-0.16332671,0.017580684,0.023453379,0.019853802,0.081533164,-0.030268453,0.06170039,0.110532634,-0.20586534,0.07459088,0.20174171,0.087462515,-0.029952396,-0.031329785,0.1598621,0.021507975,0.074380614,0.1183465,0.18093419,0.11650653,0.07791722,0.05217028,-0.12602124,-0.059478328,0.01827508,0.073886,0.051797327,0.076038904,0.14462928,0.049247134,-0.16528517,0.14241597,0.09292301,0.09039807,-0.09820871,0.014999274,-0.012412318,-0.004391686,0.057922557,-0.034318294,0.041214187,0.20999776,0.20322871,0.14406343,0.22254309,0.11100335,-0.19213866,-0.13547924,0.12274815,0.09821609,-0.029227525,-0.07063265,-0.03688496,-0.060015164
AutoimmuneDiseases,0.036216944,-0.012055695,-0.13978776,0.07827427,0.17361198,0.020170474,0.12944253,0.32171056,-0.08476833,-0.03747992,-0.047957163,-0.21541925,0.04041186,0.122076295,-0.038986474,-0.015228707,-0.014255281,0.17424993,0.043872524,-0.3652743,0.15784197,-0.044430442,0.106666476,0.13734353,0.022416811,0.010262084,0.008795545,-0.02019324,-0.15319566,-0.024317794,0.16816406,-0.018994382,0.16437352,-0.20255458,-0.023016497,-0.030858422,0.08041863,-0.017321857,-0.05469744,-0.1699158,-0.051556323,-0.047391817,-0.13797869,0.02490868,0.14038526,-0.09051202,-0.039602425,-0.105394505,0.09174975,0.04669445,0.061255813,-0.12054294,-0.023330582,-0.14378554,0.07425545,-0.12104014,-0.0643734,-0.24440086,-0.093512915,-0.036133338,-0.036466688,-0.16554192,0.24205619,0.02473024,-0.3378233,0.20917532,-0.0631488,0.21492343,-0.25732428,0.25929552,-0.061353277,0.11725932,0.13862324,0.057355165,0.11730775,0.012376774,0.14043143,0.04952928,-0.1559741,-0.14711079,-0.13863894,-0.15492927,-0.18501243,0.15226084,-0.19759944,-0.12608144,0.2438473,-0.09049588,-0.050920773,0.006285764,0.1148931,-0.008099434,0.19372003,0.16210206,0.27088577,0.01385971,0.10948787,-0.022764679,0.08191299,-0.013809424,-0.15419327,0.20300534,0.07730522,-0.08318033,-0.11331173,-0.27393466,-0.0165801,0.12031751,-0.118334144,-0.2442986,-0.023780625,-0.13425569,-0.040014952,-0.024297468,0.17808156,-0.110592745,0.1702058,-0.29769668,-0.05551824,-0.16012004,-0.1049681,0.09951262,0.14869842,-0.114747904,-0.12910974,0.08105594,-0.23782694,0.039850563,0.081510216,0.116641685,0.1374368,-0.11195034,-0.06525689,-0.21926014,-0.041672982,0.27908936,0.086418495,-0.017114291,-0.10157136,-0.023698766,0.1290642,-0.15977499,0.064294875,0.033119433,0.02896249,-0.077353,-0.17015614,0.017748097,0.025710858,0.020200089,0.08532855,-0.03188161,0.06422798,0.114064634,-0.21531865,0.07858423,0.20972915,0.09335812,-0.03075163,-0.031547964,0.16683957,0.023639163,0.07678531,0.12368379,0.18929166,0.12166478,0.08019771,0.0552874,-0.1311335,-0.062109873,0.018609088,0.07661316,0.05441839,0.07928159,0.14981262,0.051043633,-0.17156515,0.14820299,0.09662098,0.093844175,-0.104273096,0.015284223,-0.01444878,-0.003391364,0.059562933,-0.035855256,0.044057183,0.21929209,0.21207018,0.14830995,0.23158315,0.11533563,-0.20026541,-0.1415592,0.12784255,0.10225453,-0.028153103,-0.0742615,-0.039406806,-0.06344798
CondylomataAcuminata,0.033940982,-0.012320556,-0.1357721,0.07568607,0.16976693,0.01931805,0.12591997,0.31348318,-0.08165881,-0.036928743,-0.047553845,-0.20916986,0.03741755,0.11792484,-0.03789937,-0.014642905,-0.016150901,0.16886842,0.043961197,-0.35499936,0.15347834,-0.043328684,0.10389245,0.13444741,0.021167072,0.010744478,0.008007217,-0.019169416,-0.14933354,-0.023894733,0.16431087,-0.018970132,0.16028585,-0.19714983,-0.02032943,-0.03110288,0.07839128,-0.015795484,-0.052174546,-0.16499346,-0.050250523,-0.0468974,-0.13587275,0.025417373,0.13645037,-0.09089532,-0.03752038,-0.10194924,0.090714715,0.04529999,0.06064946,-0.11686685,-0.020377116,-0.13992757,0.07369031,-0.11625964,-0.06313745,-0.23725292,-0.09005182,-0.034650035,-0.035940994,-0.1601845,0.23563573,0.024121676,-0.32879147,0.20288341,-0.06088393,0.2103274,-0.2501393,0.25326997,-0.06034591,0.11395691,0.13527377,0.055680048,0.114084445,0.011737626,0.13531744,0.048020557,-0.15101181,-0.14508364,-0.13618776,-0.15046148,-0.1794829,0.14829047,-0.1922067,-0.12211877,0.23737781,-0.08721711,-0.050683834,0.005817954,0.11286708,-0.008885516,0.18939666,0.15821497,0.26382452,0.012808539,0.10725027,-0.021003315,0.079440415,-0.014251308,-0.15047051,0.19859414,0.074071065,-0.08211702,-0.111378655,-0.2666126,-0.01623903,0.117410965,-0.11558775,-0.23749238,-0.02445397,-0.13068864,-0.03960832,-0.02383468,0.17242712,-0.10831694,0.1650554,-0.29029855,-0.053149324,-0.15650027,-0.10331231,0.096583046,0.14343807,-0.11108589,-0.12460756,0.07794367,-0.23211332,0.036250394,0.079896614,0.11378303,0.13489784,-0.10967667,-0.063080914,-0.2137263,-0.04152879,0.27271807,0.0832415,-0.015219824,-0.097102426,-0.025572833,0.12531146,-0.15613124,0.06247385,0.032256465,0.026554102,-0.07619011,-0.16570337,0.017590305,0.024187807,0.019995557,0.08325668,-0.030778212,0.06244312,0.1127298,-0.20921524,0.075442195,0.20498016,0.08856417,-0.031521812,-0.031379707,0.16272245,0.022621121,0.07520106,0.11985777,0.18450359,0.11837894,0.07910289,0.052382357,-0.12802778,-0.060462464,0.018161139,0.075166434,0.0526199,0.07692353,0.14716138,0.0504241,-0.16788885,0.14512555,0.09503117,0.09204933,-0.09897189,0.014039421,-0.01252404,-0.00452876,0.05868228,-0.034967702,0.04198583,0.21353075,0.2058526,0.14553857,0.22686979,0.11308107,-0.19451639,-0.1382696,0.12397487,0.09919189,-0.029097768,-0.0717721,-0.03742054,-0.06105621
Endometritis,0.034085028,-0.013171499,-0.13186023,0.07461817,0.16611645,0.01819084,0.122991174,0.3088945,-0.08093176,-0.037465032,-0.045329448,-0.20623018,0.037333313,0.11565497,-0.036427647,-0.014734685,-0.014859099,0.16560821,0.04193626,-0.34957102,0.149905,-0.041739363,0.102465175,0.1305734,0.021853752,0.010897986,0.007347865,-0.01866666,-0.14656024,-0.022147475,0.15954106,-0.018734239,0.15768553,-0.19265352,-0.021277258,-0.030017903,0.07579962,-0.017787673,-0.051591586,-0.16310573,-0.049928755,-0.04542759,-0.13325696,0.024149274,0.13267551,-0.08847379,-0.036857445,-0.10041851,0.0869449,0.04562703,0.058988407,-0.11610016,-0.021540588,-0.13719852,0.07199114,-0.11510721,-0.06146574,-0.23315696,-0.088463925,-0.032680728,-0.03630446,-0.15757717,0.23156928,0.023020701,-0.32332936,0.20037621,-0.06004059,0.20597927,-0.24652214,0.24757122,-0.05838984,0.11299002,0.13241065,0.053566277,0.11176884,0.011352084,0.1341904,0.0458331,-0.14966238,-0.14198573,-0.13232274,-0.14663093,-0.17602229,0.14697109,-0.18915713,-0.11902922,0.23258512,-0.087105475,-0.048583046,0.006890114,0.11062791,-0.008543458,0.18565083,0.15530372,0.25904432,0.014433298,0.10577341,-0.021716198,0.07897258,-0.014352265,-0.1476822,0.19551812,0.07284661,-0.078731775,-0.10827615,-0.26298183,-0.016379096,0.115510665,-0.1131584,-0.23441857,-0.02280502,-0.12821163,-0.039438356,-0.022896318,0.17075305,-0.104690515,0.16289361,-0.28476274,-0.05242521,-0.15331605,-0.10028551,0.09402596,0.14219092,-0.10942235,-0.122090034,0.07712831,-0.2287458,0.03727138,0.07802079,0.11186399,0.13246308,-0.10727955,-0.061470333,-0.20922665,-0.039788004,0.2669734,0.08167865,-0.014441159,-0.09583562,-0.024076814,0.12222395,-0.15308265,0.061457153,0.03197272,0.026743434,-0.0743028,-0.16201487,0.017108064,0.024599759,0.020558024,0.081720024,-0.0298019,0.06096698,0.10905725,-0.20514806,0.07500639,0.2004925,0.08817459,-0.030624667,-0.029525282,0.1589023,0.023337984,0.073275,0.1186576,0.18086493,0.11623775,0.07883311,0.052665863,-0.12390798,-0.058644474,0.018312728,0.072248265,0.05109772,0.07685473,0.1450433,0.049242448,-0.1650246,0.14178817,0.09396026,0.08893763,-0.098387145,0.014920817,-0.011759747,-0.004199319,0.05851881,-0.03435914,0.042791504,0.20858331,0.20327191,0.14181744,0.22221483,0.11002033,-0.19035774,-0.13559736,0.12132611,0.097171515,-0.027763344,-0.071195446,-0.03805225,-0.0595319
UlcerativeColitis,0.034429453,-0.012746071,-0.13334805,0.074348554,0.16723382,0.018450927,0.124261126,0.3104912,-0.081022754,-0.03671589,-0.046333708,-0.20673724,0.03795478,0.11616112,-0.03690601,-0.016023215,-0.014411639,0.1671572,0.04253903,-0.3506885,0.15160407,-0.04294271,0.10285294,0.13086396,0.021487465,0.009557965,0.00793308,-0.01819461,-0.14764735,-0.023474734,0.16167097,-0.01917169,0.15824845,-0.19373272,-0.021331722,-0.031414323,0.0770108,-0.015876075,-0.050466046,-0.16384313,-0.050021335,-0.045421205,-0.13386852,0.02533671,0.13401915,-0.08846225,-0.037832767,-0.10024832,0.08913206,0.04495333,0.059420064,-0.11625845,-0.021490823,-0.1388185,0.07198656,-0.11509962,-0.06169671,-0.23484929,-0.0891625,-0.03363875,-0.03591233,-0.15775472,0.23314969,0.023050403,-0.3253458,0.20189714,-0.059614044,0.20747624,-0.24755724,0.24935058,-0.05861152,0.113320045,0.13366647,0.054738246,0.11357837,0.011909012,0.1356389,0.047083724,-0.15123945,-0.14355811,-0.13440555,-0.1475289,-0.17757152,0.1482907,-0.18974924,-0.120871425,0.23441254,-0.08685716,-0.04943837,0.006167234,0.112036124,-0.008701459,0.18787552,0.1566698,0.26184884,0.014001762,0.10591508,-0.021648161,0.07838063,-0.014381407,-0.14898531,0.19806312,0.07359704,-0.079176754,-0.109042,-0.2636069,-0.015949178,0.116148524,-0.11353412,-0.23503369,-0.022376223,-0.12930907,-0.038592078,-0.023241267,0.17127241,-0.106530346,0.16395353,-0.28601715,-0.05399346,-0.15377273,-0.101361826,0.09495049,0.14271158,-0.110369764,-0.12369662,0.077796124,-0.22922246,0.03679888,0.078589976,0.11308122,0.13294339,-0.10857698,-0.061562553,-0.21040648,-0.040947452,0.26918554,0.082497306,-0.015498187,-0.09649409,-0.024580201,0.12378608,-0.15348944,0.06166074,0.032477066,0.026133068,-0.07395091,-0.1625977,0.016183808,0.024812607,0.019618306,0.081436776,-0.031743217,0.060944684,0.11005253,-0.20688643,0.075564414,0.20255545,0.0888716,-0.03044335,-0.029846916,0.16084488,0.023115678,0.07377873,0.11787233,0.18251891,0.11723031,0.078054525,0.05293502,-0.12646534,-0.05958493,0.017976832,0.07336489,0.05291681,0.07674763,0.14414889,0.049336117,-0.16592424,0.14299607,0.093497604,0.08912267,-0.09918271,0.014809635,-0.012426334,-0.004262185,0.057962444,-0.035010204,0.04246272,0.20930909,0.20403849,0.14223993,0.22360696,0.11079859,-0.19336466,-0.13654266,0.1216265,0.09673388,-0.028355323,-0.07120029,-0.037893012,-0.059992407
Onychomycosis,0.03297745,-0.011220564,-0.13004214,0.074739434,0.16346923,0.017729936,0.123087674,0.30261472,-0.07980491,-0.036167853,-0.044271145,-0.20255865,0.038234506,0.1146144,-0.03654105,-0.014039083,-0.015395502,0.16364796,0.03982893,-0.3444073,0.14775372,-0.040933672,0.099738635,0.12944525,0.019784996,0.009710569,0.008357814,-0.02102073,-0.1445434,-0.02466596,0.16018087,-0.018424891,0.15517452,-0.18859197,-0.02007124,-0.028994106,0.07636548,-0.015710838,-0.049963295,-0.16050197,-0.048300207,-0.045993865,-0.13038637,0.02380375,0.13199958,-0.08703588,-0.036378656,-0.09885144,0.08779473,0.043216016,0.058813665,-0.11351854,-0.020763319,-0.13374926,0.069992,-0.111035824,-0.059481226,-0.22970714,-0.08809131,-0.033927575,-0.033527236,-0.15455927,0.22836822,0.022775756,-0.31842276,0.19691989,-0.06083749,0.20124549,-0.24187674,0.24352452,-0.05890832,0.10974384,0.1305425,0.054016873,0.11059524,0.011829088,0.13101529,0.04674873,-0.14688045,-0.13957158,-0.12961301,-0.14536573,-0.17446287,0.14352709,-0.1859965,-0.11715334,0.22902897,-0.08511276,-0.047923915,0.007613834,0.10782022,-0.008133233,0.18219699,0.15420869,0.25635174,0.012686212,0.10363218,-0.021920362,0.07618229,-0.015580944,-0.14345258,0.19162846,0.073207445,-0.076785445,-0.10720654,-0.2573553,-0.016627388,0.11287963,-0.11011408,-0.2284924,-0.022889793,-0.12629066,-0.035949454,-0.022491647,0.1653587,-0.10348724,0.16055855,-0.28062075,-0.051354364,-0.15145864,-0.09951984,0.093683444,0.13794781,-0.109614596,-0.1205718,0.0757599,-0.22559346,0.037188325,0.07726567,0.11032532,0.1303807,-0.10507595,-0.06049007,-0.20605901,-0.040898904,0.2632346,0.08051367,-0.016222568,-0.09432502,-0.024657903,0.12152806,-0.15102682,0.061349478,0.03013928,0.025444018,-0.07379602,-0.16064224,0.016435524,0.02314456,0.01916195,0.08075932,-0.028713249,0.060548976,0.107592136,-0.20208322,0.072677664,0.19557807,0.08666432,-0.030975087,-0.02975177,0.15751444,0.022754034,0.07134646,0.11721298,0.1789888,0.1142532,0.07668202,0.05043494,-0.12373739,-0.058768947,0.017608238,0.07203141,0.05001914,0.07330912,0.14206804,0.04727079,-0.16178791,0.13924189,0.09324104,0.0894486,-0.09678134,0.013880544,-0.013234104,-0.003090958,0.055859566,-0.034091793,0.041309927,0.20603926,0.19992949,0.14122774,0.21848361,0.107726164,-0.18763813,-0.13348487,0.11966003,0.09413541,-0.030144088,-0.06747692,-0.036482725,-0.059071653
Bronchitis,0.03390766,-0.012255561,-0.13088654,0.07503657,0.16560969,0.018498253,0.12418159,0.30827555,-0.08104952,-0.03613185,-0.04484888,-0.20663221,0.037863962,0.11519231,-0.037100945,-0.01579993,-0.015104818,0.16493346,0.041351628,-0.35027063,0.15158035,-0.041920416,0.10240777,0.13098103,0.020119611,0.010068696,0.008155614,-0.019703787,-0.1474313,-0.023945544,0.16088292,-0.019433936,0.15863468,-0.19233981,-0.02113141,-0.030201871,0.07742051,-0.016050104,-0.051491506,-0.16321906,-0.050228458,-0.046190914,-0.13342866,0.02553239,0.13258556,-0.08882287,-0.037390947,-0.099656984,0.08766745,0.04605341,0.058567654,-0.11568745,-0.0209983,-0.13690701,0.07170478,-0.11417736,-0.061091583,-0.23428881,-0.0897802,-0.033518486,-0.035782896,-0.15655239,0.23181608,0.021921488,-0.32370582,0.20021856,-0.060697563,0.20622699,-0.24577293,0.24636164,-0.058074515,0.11308123,0.13228424,0.054052442,0.113101825,0.012349335,0.1340222,0.04667215,-0.14935286,-0.14245462,-0.1324427,-0.14724319,-0.17666116,0.14707266,-0.19044468,-0.11864476,0.23229292,-0.08727859,-0.048911832,0.007561097,0.11060818,-0.00752568,0.18616305,0.15584345,0.26015905,0.014100308,0.104240105,-0.022315394,0.07755791,-0.014979827,-0.14680792,0.19515394,0.07379288,-0.078260764,-0.108129404,-0.2627138,-0.016342679,0.11489596,-0.11298908,-0.23316951,-0.022537779,-0.12834683,-0.0378628,-0.023335066,0.16975014,-0.10533494,0.16262653,-0.28456149,-0.05281226,-0.15398628,-0.10054258,0.094395995,0.14113653,-0.11077893,-0.12135519,0.07663567,-0.22980729,0.038213346,0.078017734,0.11249608,0.1318142,-0.10668083,-0.060934484,-0.20954128,-0.040269546,0.26699314,0.08134016,-0.015134098,-0.095020406,-0.024838313,0.12252251,-0.15427133,0.06161032,0.032526337,0.026684552,-0.07341163,-0.16201182,0.017476039,0.023711395,0.020248812,0.082444,-0.0297696,0.062123466,0.10957043,-0.20565322,0.07454226,0.19991472,0.08893992,-0.031060105,-0.028836424,0.1589875,0.023051258,0.072119236,0.11778685,0.18166189,0.11668203,0.078999154,0.05291743,-0.12464633,-0.058736227,0.018004823,0.073492296,0.05222579,0.07676764,0.14435382,0.04910981,-0.16522838,0.14216812,0.09492842,0.08947654,-0.09866294,0.015164861,-0.012478232,-0.004064058,0.05826459,-0.034152813,0.042324163,0.2076203,0.2040331,0.14265609,0.22349593,0.110345736,-0.19160852,-0.13573709,0.121628664,0.09616651,-0.029327556,-0.07048826,-0.038194813,-0.059915833
AnginaPectoris,0.03414881,-0.012217839,-0.1329854,0.07426098,0.16673055,0.019200893,0.123941764,0.30841312,-0.08025161,-0.035755202,-0.044928003,-0.20622851,0.036910478,0.11565876,-0.038067356,-0.014884488,-0.015055995,0.16659261,0.041599073,-0.34979028,0.15115951,-0.042782303,0.10279406,0.13093244,0.02055823,0.010100999,0.009415152,-0.020353172,-0.14684981,-0.023602616,0.16082492,-0.019299414,0.15854202,-0.19315414,-0.02046312,-0.03010381,0.07715001,-0.015542418,-0.051449995,-0.16335979,-0.049556542,-0.045837533,-0.1328344,0.025311595,0.13402171,-0.08819134,-0.038190532,-0.10008785,0.088817425,0.04543597,0.058775317,-0.11471293,-0.020771584,-0.1378145,0.071168095,-0.11499526,-0.06125546,-0.23369776,-0.08921395,-0.03387452,-0.03513844,-0.15757997,0.23171963,0.02295411,-0.32363987,0.20020124,-0.06062292,0.20669769,-0.24614148,0.24788547,-0.05852075,0.1128426,0.13206607,0.055090897,0.11265586,0.011708092,0.13544913,0.04669524,-0.14856924,-0.14233485,-0.13319424,-0.14777708,-0.17670278,0.14537184,-0.18983923,-0.12005226,0.2329021,-0.087087005,-0.04950036,0.006224124,0.11013448,-0.008221794,0.18616638,0.15650241,0.2592554,0.013737048,0.10481076,-0.021509431,0.07714703,-0.014261143,-0.14761314,0.19593766,0.0730628,-0.07975361,-0.10829919,-0.26289752,-0.015600073,0.1157965,-0.11340216,-0.23373622,-0.022266746,-0.12959889,-0.038686942,-0.023492128,0.16990186,-0.106457755,0.16244248,-0.284515,-0.0523532,-0.15363722,-0.10114304,0.094302446,0.14191952,-0.110091835,-0.123171955,0.07638695,-0.2289398,0.036767058,0.07856127,0.11106913,0.1315559,-0.10777195,-0.060736716,-0.20936818,-0.040302295,0.2681034,0.08182254,-0.015731089,-0.09663255,-0.024343366,0.12321838,-0.15369783,0.060754817,0.03283589,0.02662855,-0.07410411,-0.16161233,0.016481342,0.023576554,0.019961592,0.08211846,-0.030195868,0.062412705,0.11056148,-0.20522623,0.07430796,0.2011418,0.087698534,-0.030511793,-0.030263063,0.15952587,0.022787726,0.072978266,0.11792538,0.18105434,0.11658711,0.07782618,0.053183798,-0.12519808,-0.05960146,0.018012058,0.07279537,0.053234104,0.07691388,0.14411558,0.0497307,-0.16515495,0.14249136,0.09297751,0.08989342,-0.09926958,0.015159677,-0.012492569,-0.004332144,0.0582239,-0.033739455,0.042643394,0.20859632,0.20369135,0.14244166,0.22278659,0.11073686,-0.19179462,-0.13579825,0.12303246,0.097789206,-0.029032491,-0.07030099,-0.03782285,-0.060652252
